# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	9734
#@/user_id	xgh-macpro
di qi 	底氣	c=1 d=8.83398e-13 t=9734
di san fang 	第三方	c=2 d=1.09059e-07 t=9734
di tie zhan 	地鐵站	c=1 d=0.511709 t=9734
di tu 	地圖	c=7 d=0.0179297 t=9734
di yi 	第一	c=1 d=8.13236e-10 t=9734
di yi ci 	第一次	c=1 d=0.0115047 t=9734
di yi fen 	第一份	c=1 d=1.93677e-12 t=9734
di yi ge 	第一個	c=1 d=1.15683e-08 t=9734
di yi shi jian 	第一時間	c=1 d=0.008396 t=9734
di yi wei 	第一位	c=6 d=7.53985e-13 t=9734
di yi zhang 	第一章	c=1 d=2.93908e-07 t=9734
di zhi 	地址	c=5 d=0.00491742 t=9734
di zhong hai 	地中海	c=1 d=7.65616e-06 t=9734
dian 	店	c=2 d=0.0141586 t=9734
dian 	電	c=2 d=1.55439e-05 t=9734
dian 	點	c=13 d=0.307293 t=9734
dian hua 	電話	c=5 d=0.0103741 t=9734
dian huo 	電火	c=0 d=7.65616e-07 t=9734
dian huo guo 	電火鍋	c=1 d=7.69454e-06 t=9734
dian ji 	點擊	c=10 d=0.0569832 t=9734
dian mian 	店面	c=1 d=0.00489275 t=9734
dian ming 	店名	c=1 d=0.00956161 t=9734
dian nao 	電腦	c=4 d=1.00127 t=9734
dian pu 	店鋪	c=2 d=0.249649 t=9734
dian shi 	電視	c=1 d=0.121238 t=9734
dian shi ji 	電視機	c=1 d=0.126186 t=9734
dian xin 	電信	c=1 d=3.47648e-12 t=9734
dian yi 	電一	c=1 d=3.21586e-07 t=9734
dian ying 	電影	c=3 d=0.163585 t=9734
dian ying tian tang 	電影天堂	c=1 d=0.839457 t=9734
dian zi shu 	電子書	c=1 d=0.000249763 t=9734
diao 	吊	c=3 d=1.23085e-08 t=9734
diao 	屌	c=0 d=6.62162e-05 t=9734
diao 	掉	c=2 d=4.93085e-06 t=9734
diao yong 	調用	c=12 d=0.000879029 t=9734
diao yong zhe 	調用者	c=2 d=0.0202135 t=9734
diao zha le 	屌炸了	c=1 d=0.000665481 t=9734
ding 	定	c=1 d=0.00673795 t=9734
ding 	頂	c=1 d=0.00249118 t=9734
ding 	鼎	c=1 d=0.0104621 t=9734
ding le 	盯了	c=1 d=0.00032718 t=9734
ding shi 	定時	c=1 d=1.33388e-07 t=9734
ding shi qi 	定時器	c=2 d=1.34816e-07 t=9734
ding wei 	定位	c=6 d=0.0925593 t=9734
ding wei shi bai 	定位失敗	c=1 d=0.00909528 t=9734
ding yi 	定義	c=3 d=0.000238772 t=9734
ding zhe 	盯着	c=1 d=0.000323925 t=9734
diu 	丟	c=4 d=0.701174 t=9734
dong 	冬	c=5 d=1.22452 t=9734
dong 	懂	c=2 d=6.77683e-06 t=9734
dong 	東	c=1 d=1.40614e-10 t=9734
dong 	棟	c=1 d=0.000101546 t=9734
dong bo 	東波	c=1 d=6.77402e-07 t=9734
dong hua 	動畫	c=2 d=3.51165e-05 t=9734
dong li 	動力	c=1 d=1.625e-06 t=9734
dong man 	動漫	c=3 d=0.970445 t=9734
dong tai 	動態	c=3 d=1.72573 t=9734
dong tai ku 	動態庫	c=2 d=0.0831724 t=9734
dong xi 	東西	c=7 d=0.29817 t=9734
dong yang 	東陽	c=1 d=7.73837e-14 t=9734
dou 	逗	c=1 d=0.416862 t=9734
dou 	都	c=42 d=0.251785 t=9734
dou hao 	逗號	c=1 d=0.00946647 t=9734
dou hui 	都會	c=1 d=4.14995e-07 t=9734
dou ji de 	都記得	c=1 d=4.5864e-07 t=9734
dou mei 	都沒	c=0 d=0.000474815 t=9734
dou mei gai 	都沒改	c=1 d=0.00477195 t=9734
dou neng 	都能	c=3 d=6.45923e-06 t=9734
dou shi 	都是	c=10 d=0.0642489 t=9734
dou you 	都有	c=2 d=6.69003e-05 t=9734
du 	讀	c=2 d=8.65464e-07 t=9734
duan 	斷	c=3 d=1.26124e-12 t=9734
duan 	段	c=1 d=2.97731e-12 t=9734
duan ban 	短板	c=1 d=1.12846e-10 t=9734
duan dian 	斷點	c=4 d=9.75709e-08 t=9734
duan luo 	段落	c=1 d=0.0112769 t=9734
duan shi jian 	段時間	c=0 d=2.43679e-09 t=9734
duan zi 	段子	c=1 d=6.85865e-06 t=9734
dui 	對	c=16 d=0.590515 t=9734
dui 	隊	c=2 d=5.46811e-07 t=9734
dui a 	對啊	c=1 d=5.39521e-06 t=9734
dui bi 	對比	c=1 d=2.25565e-11 t=9734
dui bu dui 	對不對	c=1 d=0.0728029 t=9734
dui de 	對的	c=1 d=1.09511e-10 t=9734
dui fang 	對方	c=2 d=3.41681e-06 t=9734
dui lie 	隊列	c=1 d=3.291e-14 t=9734
dui xiang 	對象	c=23 d=0.79719 t=9734
dui yu 	對於	c=1 d=1.30162e-13 t=9734
duo 	多	c=17 d=0.754596 t=9734
duo bu duo 	多不多	c=1 d=1.98958e-05 t=9734
duo ci 	多次	c=1 d=2.54851e-06 t=9734
duo da 	多大	c=2 d=0.000638733 t=9734
duo ge 	多個	c=2 d=1.19214e-07 t=9734
duo gong neng 	多功能	c=1 d=7.6799e-13 t=9734
duo kan 	多看	c=4 d=4.01744e-06 t=9734
duo kong jian 	多控件	c=1 d=0.00504176 t=9734
duo le 	多了	c=2 d=0.0383884 t=9734
duo lian 	多練	c=1 d=3.72665e-06 t=9734
duo mian 	多面	c=1 d=5.9216e-13 t=9734
duo shao 	多少	c=10 d=0.107032 t=9734
duo shuo 	多說	c=3 d=0.167955 t=9734
duo tai 	多態	c=2 d=4.1741e-07 t=9734
duo xian cheng 	多線程	c=3 d=7.4639e-08 t=9734
duo yong 	多用	c=2 d=1.00569 t=9734
e 	額	c=5 d=0.000669169 t=9734
en 	嗯	c=5 d=0.371595 t=9734
en 	恩	c=4 d=0.000652647 t=9734
en en 	嗯嗯	c=1 d=1.86952e-08 t=9734
er 	二	c=3 d=0.746337 t=9734
er 	兒	c=4 d=0.000523921 t=9734
er 	而	c=1 d=6.65934e-12 t=9734
er cha shu 	二叉樹	c=1 d=1.58488e-06 t=9734
er ge 	二哥	c=1 d=3.75503e-07 t=9734
er jin zhi 	二進制	c=2 d=0.000184106 t=9734
er qie 	而且	c=1 d=5.44943e-06 t=9734
er shi 	二十	c=1 d=9.35285e-08 t=9734
er shou 	二手	c=2 d=0.0703552 t=9734
er yan 	而言	c=0 d=0.00029676 t=9734
er yi 	而已	c=2 d=0.0701174 t=9734
fa 	法	c=5 d=0.000905437 t=9734
fa 	發	c=7 d=0.000642116 t=9734
fa ben 	法本	c=2 d=4.54474e-06 t=9734
fa cai 	發財	c=2 d=6.96888e-09 t=9734
fa gei 	發給	c=0 d=5.78542e-05 t=9734
fa gei wo 	發給我	c=1 d=0.000581442 t=9734
fa la 	法拉	c=0 d=0.0937067 t=9734
fa la qi 	法拉奇	c=2 d=1.893 t=9734
fa qi 	髮起	c=3 d=0.0181776 t=9734
fa song 	發送	c=3 d=4.04949e-06 t=9734
fa tie 	發帖	c=1 d=0.412714 t=9734
fa xian 	發現	c=3 d=0.00203962 t=9734
fa zhan 	發展	c=3 d=0.000345707 t=9734
fan 	反	c=1 d=2.26657e-09 t=9734
fan 	翻	c=0 d=7.44911e-08 t=9734
fan hao 	番號	c=1 d=5.715e-07 t=9734
fan hui 	返回	c=1 d=7.28524e-10 t=9734
fan ke 	凡客	c=4 d=9.07381e-10 t=9734
fan ke cheng pin 	凡客誠品	c=1 d=2.58879e-14 t=9734
fan le 	反了	c=1 d=2.13457e-09 t=9734
fan pian er 	翻篇兒	c=1 d=7.48646e-07 t=9734
fan qiang 	翻牆	c=1 d=0.000266536 t=9734
fan wei 	範圍	c=2 d=0.000136389 t=9734
fan wen 	範文	c=1 d=0.0804596 t=9734
fan yi 	翻譯	c=6 d=2.31975e-06 t=9734
fan zheng 	反正	c=6 d=0.178771 t=9734
fang 	放	c=7 d=1.10537 t=9734
fang 	方	c=2 d=1.26885e-09 t=9734
fang an 	方案	c=2 d=0.000531398 t=9734
fang bian 	方便	c=3 d=0.506617 t=9734
fang fa 	方法	c=25 d=0.59764 t=9734
fang fa ming 	方法名	c=1 d=0.771052 t=9734
fang fa zhong 	方法中	c=1 d=0.0862936 t=9734
fang guo 	放過	c=1 d=0.404542 t=9734
fang jia 	房價	c=1 d=7.01651e-09 t=9734
fang jia 	放假	c=1 d=0.70822 t=9734
fang mian 	方面	c=2 d=5.99838e-06 t=9734
fang qi 	放棄	c=2 d=0.000902808 t=9734
fang shi 	方式	c=4 d=0.783103 t=9734
fang shui 	防水	c=1 d=2.64109e-14 t=9734
fang wen 	訪問	c=5 d=0.810584 t=9734
fang wen qi 	訪問器	c=2 d=3.97194e-13 t=9734
fang xiang 	方向	c=1 d=0.0587185 t=9734
fang ying ting 	放映廳	c=1 d=0.0180429 t=9734
fang zhi 	防止	c=1 d=0.000157671 t=9734
fei 	非	c=1 d=0.00390694 t=9734
fei 	飛	c=0 d=7.2103e-07 t=9734
fei chang 	非常	c=1 d=0.00196945 t=9734
fei qi 	廢棄	c=1 d=1.18898e-07 t=9734
fei qi 	飛起	c=1 d=1.60163e-12 t=9734
fei yu wu 	費玉污	c=2 d=0.0366318 t=9734
fen 	份	c=1 d=2.7475e-08 t=9734
fen 	分	c=1 d=0.00514361 t=9734
fen bian lv 	分辨率	c=1 d=0.286505 t=9734
fen dou 	奮鬥	c=1 d=0.0992613 t=9734
fen ge 	分隔	c=1 d=1.81834e-05 t=9734
fen hong 	分紅	c=2 d=1.50507e-08 t=9734
fen li 	分離	c=2 d=0.012463 t=9734
fen pei 	分配	c=3 d=0.000310685 t=9734
fen xi 	分析	c=2 d=5.76457e-10 t=9734
fen xiang 	分享	c=6 d=0.0201411 t=9734
fen zai 	分在	c=1 d=0.000536738 t=9734
fen zhi 	分支	c=4 d=0.734991 t=9734
fen zhong 	分鐘	c=1 d=0.00032882 t=9734
feng 	鳳	c=1 d=9.90554e-07 t=9734
feng kuang 	瘋狂	c=3 d=6.99465e-07 t=9734
feng shou 	豐收	c=1 d=0.0703977 t=9734
feng shou lu 	豐收路	c=1 d=0.00802656 t=9734
feng zhuang 	封裝	c=3 d=2.61603e-07 t=9734
feng zi 	峯子	c=0 d=0.0579842 t=9734
fou ze 	否則	c=1 d=7.82971e-05 t=9734
fu 	扶	c=0 d=4.06708e-06 t=9734
fu 	父	c=1 d=0.110803 t=9734
fu 	符	c=1 d=1.86437e-05 t=9734
fu cheng 	福成	c=5 d=4.38772e-06 t=9734
fu de 	負的	c=1 d=1.63004e-13 t=9734
fu dian 	浮點	c=6 d=0.000897173 t=9734
fu dian shu 	浮點數	c=5 d=0.000486372 t=9734
fu fu 	夫婦	c=0 d=1.12807e-07 t=9734
fu fu he qiu 	夫婦核球	c=1 d=1.13373e-06 t=9734
fu gei 	賦給	c=1 d=2.27243e-10 t=9734
fu hao 	符號	c=7 d=0.57158 t=9734
fu hao wei 	符號位	c=4 d=0.000193545 t=9734
fu he 	符合	c=4 d=0.402428 t=9734
fu lei 	父類	c=8 d=0.000822204 t=9734
fu wo qi lai 	扶我起來	c=1 d=4.08747e-05 t=9734
fu wu 	服務	c=8 d=0.0210657 t=9734
fu wu qi 	服務器	c=16 d=1.31742 t=9734
fu wu tiao kuan 	服務條款	c=1 d=2.76745e-05 t=9734
fu wu yuan 	服務員	c=1 d=3.00621e-08 t=9734
fu za 	複雜	c=2 d=0.0520786 t=9734
fu ze 	負責	c=1 d=3.92786e-07 t=9734
fu ze ren 	負責任	c=1 d=3.39885e-11 t=9734
fu zhi 	複製	c=2 d=0.0829099 t=9734
fu zhu 	輔助	c=0 d=5.88805e-06 t=9734
fu zhu ma 	輔助碼	c=1 d=5.91757e-05 t=9734
gai 	改	c=6 d=0.133627 t=9734
gai 	該	c=3 d=0.666976 t=9734
gai bian 	改變	c=1 d=2.3016e-13 t=9734
gai bu hui 	該不會	c=1 d=2.5428e-09 t=9734
gai ge 	改革	c=1 d=2.93958e-09 t=9734
gai le 	改了	c=1 d=0.000784864 t=9734
gai shan 	改善	c=1 d=6.79156e-08 t=9734
gai wei 	改爲	c=1 d=0.0194482 t=9734
gan 	幹	c=6 d=0.057141 t=9734
gan 	感	c=0 d=4.38458e-08 t=9734
gan de 	乾的	c=1 d=0.0253399 t=9734
gan de duo 	乾的多	c=1 d=0.0309618 t=9734
gan fan 	乾飯	c=1 d=1.25989e-12 t=9734
gan huo 	幹活	c=0 d=0.00298969 t=9734
gan huo duo 	幹活多	c=1 d=0.0300468 t=9734
gan jue 	感覺	c=5 d=0.220441 t=9734
gan lu lu 	干露露	c=1 d=5.6173e-10 t=9734
gan ma 	幹嘛	c=1 d=9.75808e-07 t=9734
gan xie 	感謝	c=3 d=0.00653155 t=9734
gan zhe 	乾着	c=1 d=2.32956e-08 t=9734
gang 	剛	c=4 d=0.00199922 t=9734
gang cai 	剛纔	c=2 d=0.00526624 t=9734
gang ding 	鋼釘	c=1 d=1.88311e-05 t=9734
gang gong zuo 	剛工作	c=1 d=1.89745e-06 t=9734
gang kang 	剛抗	c=1 d=3.06851e-14 t=9734
gang wei 	崗位	c=1 d=0.000287295 t=9734
gao 	搞	c=12 d=0.0523629 t=9734
gao 	高	c=6 d=0.0111651 t=9734
gao cuo 	搞錯	c=1 d=5.22313e-07 t=9734
gao da 	高達	c=0 d=3.89951e-11 t=9734
gao da shang 	高達上	c=1 d=3.91906e-10 t=9734
gao de 	高德	c=5 d=0.0465414 t=9734
gao de di tu 	高德地圖	c=1 d=0.00690852 t=9734
gao dei 	搞得	c=1 d=1.05708e-06 t=9734
gao ding 	搞定	c=2 d=3.07436e-07 t=9734
gao duan 	高端	c=1 d=0.000488095 t=9734
gao dui 	搞對	c=1 d=0.290834 t=9734
gao gao 	搞搞	c=1 d=8.90125e-14 t=9734
gao guo 	搞過	c=2 d=4.02104e-07 t=9734
gao hao 	搞好	c=1 d=4.02867e-11 t=9734
gao ji 	搞基	c=1 d=6.3674e-14 t=9734
gao mao 	高帽	c=1 d=4.4279e-05 t=9734
gao qi 	搞起	c=3 d=2.1915 t=9734
gao qi gao qi 	搞起搞起	c=1 d=4.29777e-07 t=9734
gao qing 	高清	c=3 d=0.0177743 t=9734
gao qing chu 	搞清楚	c=2 d=0.00161617 t=9734
gao su 	告訴	c=2 d=1.30844e-12 t=9734
gao tou 	搞頭	c=1 d=3.71956e-13 t=9734
gao xiao 	搞笑	c=1 d=8.85685e-14 t=9734
gao xiao 	高效	c=1 d=1.01353e-11 t=9734
gao zhong 	高中	c=3 d=9.09837e-07 t=9734
ge 	個	c=10 d=0.0636148 t=9734
ge 	各	c=2 d=0.00227081 t=9734
ge 	格	c=2 d=5.11372e-06 t=9734
ge bie 	個別	c=1 d=6.3488e-09 t=9734
ge kai 	隔開	c=1 d=0.00951391 t=9734
ge men 	哥們	c=1 d=0.0235177 t=9734
ge ming 	革命	c=1 d=8.15063e-07 t=9734
ge ren 	個人	c=2 d=2.15529e-05 t=9734
ge shi 	格式	c=2 d=3.01336e-11 t=9734
ge shu 	個數	c=2 d=5.94034e-13 t=9734
ge zhong 	各種	c=1 d=0.00348252 t=9734
gei 	給	c=10 d=0.0561533 t=9734
gei ge 	給個	c=1 d=2.03012e-07 t=9734
gei ni 	給你	c=2 d=6.37558e-05 t=9734
gei qian 	給錢	c=1 d=0.0368832 t=9734
gei ta 	給他	c=1 d=5.14536e-07 t=9734
gei wo 	給我	c=4 d=0.000665061 t=9734
gen 	跟	c=8 d=0.0803211 t=9734
gen ben 	根本	c=2 d=0.000699601 t=9734
gen ju 	根據	c=2 d=5.4364e-08 t=9734
gen ni 	跟你	c=2 d=8.06953e-07 t=9734
gen ren 	跟人	c=0 d=1.20445e-13 t=9734
gen ren jia 	跟人家	c=1 d=1.21049e-12 t=9734
gen zhe 	跟着	c=1 d=5.52126e-13 t=9734
gen zheng 	根證	c=0 d=7.08944e-14 t=9734
gen zheng shu 	根證書	c=4 d=3.67432e-12 t=9734
geng 	更	c=10 d=0.13644 t=9734
geng diao 	更屌	c=1 d=2.23898e-12 t=9734
geng gai 	更改	c=4 d=0.0169922 t=9734
geng gao 	更高	c=1 d=2.00576e-12 t=9734
geng huan 	更換	c=3 d=0.0459759 t=9734
geng kuai 	更快	c=2 d=3.68571e-12 t=9734
geng ti 	更替	c=1 d=6.31821e-11 t=9734
geng xin 	更新	c=5 d=0.0164836 t=9734
geng zheng 	更正	c=1 d=0.000253537 t=9734
gong 	共	c=0 d=0.00658748 t=9734
gong 	工	c=1 d=0.00052611 t=9734
gong cheng shi 	工程師	c=1 d=7.71839e-13 t=9734
gong fu 	功夫	c=1 d=0.516851 t=9734
gong he 	共和	c=1 d=3.65348e-08 t=9734
gong jiao 	公交	c=1 d=0.501577 t=9734
gong ju 	工具	c=3 d=0.0147819 t=9734
gong kai ke 	公開課	c=1 d=0.000139144 t=9734
gong neng 	功能	c=14 d=0.447834 t=9734
gong si 	公司	c=30 d=0.551216 t=9734
gong si le 	公司了	c=1 d=0.527293 t=9734
gong zi 	工資	c=14 d=0.417401 t=9734
gong zi shao 	工資少	c=1 d=0.0298969 t=9734
gong zi tiao 	工資條	c=1 d=3.45856e-10 t=9734
gong zuo 	工作	c=12 d=1.10844e-05 t=9734
gou 	佝	c=1 d=6.92758e-06 t=9734
gou 	夠	c=2 d=0.774925 t=9734
gou 	狗	c=1 d=0.310367 t=9734
gou cheng 	構成	c=1 d=0.000182274 t=9734
gou da 	勾搭	c=3 d=0.336217 t=9734
gou gou 	狗狗	c=2 d=0.0354654 t=9734
gou hua 	夠花	c=1 d=7.67728e-09 t=9734
gou jian 	構建	c=4 d=0.000247849 t=9734
gou mai 	購買	c=2 d=0.0322067 t=9734
gou ri 	狗日	c=1 d=4.17075e-07 t=9734
gou yong 	夠用	c=1 d=0.182683 t=9734
gou zao 	構造	c=3 d=0.000166353 t=9734
gu ding 	固定	c=2 d=0.806541 t=9734
gu ji 	估計	c=2 d=1.87432e-07 t=9734
gu piao 	股票	c=3 d=4.53571e-08 t=9734
gu ren 	故人	c=2 d=3.14639e-07 t=9734
gu tai 	固態	c=9 d=0.0320647 t=9734
gu wan ji 	固萬基	c=1 d=0.0305009 t=9734
gu wo 	僱我	c=1 d=1.0158e-08 t=9734
gu yi 	故意	c=1 d=1.04909e-05 t=9734
gua bi 	挂壁	c=1 d=0.125556 t=9734
gua qi 	掛起	c=1 d=7.97268e-12 t=9734
guai 	乖	c=0 d=0.0839457 t=9734
guai 	怪	c=1 d=0.933106 t=9734
guai bu de 	怪不得	c=1 d=4.35368e-12 t=9734
guai ye ye 	乖爺爺	c=1 d=0.843665 t=9734
guai ye ye 	怪爺爺	c=1 d=0.856415 t=9734
guan 	管	c=2 d=4.72527e-05 t=9734
guan 	關	c=1 d=6.41261e-09 t=9734
guan cha 	觀察	c=1 d=1.29446e-07 t=9734
guan cha zhe 	觀察者	c=1 d=1.28801e-07 t=9734
guan diao 	關掉	c=1 d=0.23457 t=9734
guan fang 	官方	c=1 d=0.00810722 t=9734
guan fang wen dang 	官方文檔	c=2 d=4.83812e-10 t=9734
guan hu 	關乎	c=1 d=4.46237e-08 t=9734
guan ji 	關機	c=2 d=1.31085 t=9734
guan jian 	關鍵	c=2 d=1.81396e-06 t=9734
guan jian zi 	關鍵字	c=3 d=0.00298165 t=9734
guan kan 	觀看	c=1 d=2.27754e-07 t=9734
guan li 	管理	c=1 d=4.03841e-10 t=9734
guan li yuan 	管理員	c=1 d=1.97489e-06 t=9734
guan xi 	關係	c=5 d=3.98991e-07 t=9734
guan yong 	管用	c=2 d=0.38868 t=9734
guan yu 	關於	c=1 d=1.03883e-07 t=9734
guang 	光	c=2 d=0.00193045 t=9734
guang 	逛	c=3 d=2.96146e-08 t=9734
guang gao 	廣告	c=5 d=0.0295656 t=9734
guang hua 	光華	c=1 d=0.0952897 t=9734
guang kan 	光看	c=2 d=0.390628 t=9734
gui 	貴	c=2 d=0.163654 t=9734
gui 	鬼	c=1 d=0.000135758 t=9734
gui fan 	規範	c=1 d=0.748264 t=9734
gui mo 	規模	c=1 d=2.11261e-05 t=9734
gui ze 	規則	c=3 d=0.000639384 t=9734
gun dong 	滾動	c=4 d=0.0237616 t=9734
guo 	國	c=1 d=0.00400585 t=9734
guo 	過	c=15 d=1.39508 t=9734
guo 	鍋	c=1 d=8.6549e-06 t=9734
guo de 	過得	c=0 d=0.000355287 t=9734
guo diao 	過掉	c=1 d=3.11488e-14 t=9734
guo hou 	過後	c=1 d=3.4753e-08 t=9734
guo ji hua 	國際化	c=1 d=0.000271921 t=9734
guo lai 	過來	c=4 d=0.00159399 t=9734
guo le 	過了	c=3 d=2.99794e-05 t=9734
guo lv 	過濾	c=2 d=1.97504e-09 t=9734
guo nei 	國內	c=1 d=2.94008e-11 t=9734
guo nian 	過年	c=1 d=1.73414e-06 t=9734
guo qu 	過去	c=1 d=7.07114e-12 t=9734
guo ran 	果然	c=1 d=4.16211e-12 t=9734
guo wai 	國外	c=3 d=0.000794338 t=9734
guo wan 	過萬	c=1 d=1.82305e-06 t=9734
guo wang 	國網	c=2 d=0.0867742 t=9734
ha 	哈	c=2 d=3.84962e-05 t=9734
ha ha 	哈哈	c=1 d=3.37202e-06 t=9734
ha ha ha 	哈哈哈	c=1 d=4.54154e-09 t=9734
ha ha ha ha 	哈哈哈哈	c=2 d=2.86651e-07 t=9734
ha ma 	蛤蟆	c=2 d=0.00333981 t=9734
ha shi qi 	哈士奇	c=2 d=1.77386 t=9734
ha xi 	哈希	c=1 d=1.85699e-07 t=9734
ha xi biao 	哈希表	c=1 d=1.60884e-06 t=9734
hai 	還	c=18 d=0.486529 t=9734
hai bu 	還不	c=1 d=0.715338 t=9734
hai bu cuo 	還不錯	c=1 d=0.0017643 t=9734
hai bu ru 	還不如	c=2 d=0.237993 t=9734
hai bu shi 	還不是	c=1 d=0.0254765 t=9734
hai bu xing 	還不行	c=1 d=0.172045 t=9734
hai hao 	還好	c=1 d=2.47319e-06 t=9734
hai ke 	還可	c=1 d=8.13513e-14 t=9734
hai ke yi 	還可以	c=1 d=0.187308 t=9734
hai mei 	還沒	c=5 d=0.294806 t=9734
hai neng 	還能	c=1 d=4.12855e-05 t=9734
hai shi 	還是	c=24 d=0.591672 t=9734
hai tian 	海天	c=0 d=0.000985278 t=9734
hai tian jia ri 	海天假日	c=1 d=0.00990222 t=9734
hai wan 	海灣	c=1 d=0.612626 t=9734
hai yao 	還要	c=1 d=0.172907 t=9734
hai you 	還有	c=8 d=0.289899 t=9734
hai zai 	還在	c=1 d=1.39576e-11 t=9734
hai zei wang 	海賊王	c=2 d=0.0902655 t=9734
hai zi 	孩子	c=1 d=0.000126534 t=9734
han 	喊	c=1 d=2.61303e-06 t=9734
han dong 	寒冬	c=2 d=6.05264e-09 t=9734
han shu 	函數	c=3 d=1.32179e-07 t=9734
han shu ming 	函數名	c=1 d=6.11461e-08 t=9734
han zi 	漢子	c=1 d=0.0432828 t=9734
hang 	行	c=0 d=0.000790705 t=9734
hang qing 	行情	c=2 d=4.32373e-05 t=9734
hang ye 	行業	c=1 d=2.62613e-06 t=9734
hang zhou 	杭州	c=2 d=2.57247e-08 t=9734
hao 	好	c=13 d=0.63297 t=9734
hao 	耗	c=1 d=1.1804e-10 t=9734
hao 	號	c=6 d=0.000271301 t=9734
hao ba 	好吧	c=1 d=4.21338e-09 t=9734
hao bu hao 	好不好	c=1 d=9.25978e-08 t=9734
hao duo 	好多	c=3 d=0.00921077 t=9734
hao duo nian 	好多年	c=1 d=1.37853e-12 t=9734
hao duo ren 	好多人	c=1 d=1.45648e-12 t=9734
hao huang 	好慌	c=1 d=4.66936e-12 t=9734
hao ji nian 	好幾年	c=1 d=2.74131e-11 t=9734
hao jiu 	好久	c=1 d=2.49245e-09 t=9734
hao kan 	好看	c=2 d=1.98658e-06 t=9734
hao le 	好了	c=2 d=0.236928 t=9734
hao lei 	好累	c=1 d=0.0072265 t=9734
hao ma 	號碼	c=1 d=0.000930303 t=9734
hao wan 	好玩	c=7 d=0.650167 t=9734
hao xiang 	好像	c=4 d=0.467628 t=9734
hao xiang 	好想	c=1 d=3.12241e-13 t=9734
hao yong 	好用	c=3 d=8.86956e-10 t=9734
hao zuo you 	壕做友	c=1 d=4.00789e-09 t=9734
he 	合	c=1 d=7.92887e-06 t=9734
he 	和	c=25 d=0.926716 t=9734
he 	鶴	c=0 d=8.89519e-07 t=9734
he bing 	合併	c=1 d=0.00189223 t=9734
he cha 	喝茶	c=1 d=3.59102e-11 t=9734
he fa 	合法	c=1 d=3.51023e-08 t=9734
he he 	呵呵	c=4 d=0.474734 t=9734
he he hang 	呵呵行	c=1 d=2.06186e-13 t=9734
he he he 	呵呵呵	c=1 d=1.01716e-06 t=9734
he he he he he he he he 	呵呵呵呵呵呵呵呵	c=1 d=9.83073e-06 t=9734
he jie 	何解	c=1 d=1.63315e-06 t=9734
he kuang 	何況	c=1 d=5.11969e-07 t=9734
he nan 	河南	c=1 d=0.0911727 t=9734
he qiu 	核球	c=0 d=1.12807e-07 t=9734
he xie 	和諧	c=1 d=0.0214936 t=9734
he xin 	核心	c=2 d=2.39892e-09 t=9734
he zi 	盒子	c=2 d=0.15117 t=9734
he zuo 	合作	c=1 d=2.48044e-11 t=9734
hei 	黑	c=1 d=0.0202419 t=9734
hei ke 	黑客	c=1 d=0.0784731 t=9734
hei mo fa 	黑魔法	c=1 d=4.7752e-11 t=9734
hei ping guo 	黑蘋果	c=1 d=4.255e-07 t=9734
hen 	很	c=9 d=0.0607206 t=9734
hen da 	很大	c=1 d=9.42566e-11 t=9734
hen duo 	很多	c=9 d=0.116837 t=9734
hen hao yong 	很好用	c=2 d=6.43428e-10 t=9734
hen jiu 	很久	c=3 d=6.49546e-06 t=9734
hen kuai 	很快	c=2 d=0.392586 t=9734
hen xiang 	很像	c=2 d=0.00105946 t=9734
heng da 	恆達	c=1 d=0.0107269 t=9734
hong 	宏	c=0 d=0.00146254 t=9734
hong 	鴻	c=1 d=4.77276e-05 t=9734
hong niu 	紅牛	c=1 d=1.56208e-12 t=9734
hou 	後	c=6 d=0.768709 t=9734
hou duan 	後端	c=2 d=5.38528e-06 t=9734
hou sheng ke wei 	後生可畏	c=1 d=0.319819 t=9734
hou tai 	後臺	c=1 d=3.57128e-05 t=9734
hou zhe 	後者	c=1 d=0.000139842 t=9734
hu 	胡	c=5 d=0.00135731 t=9734
hu bei 	湖北	c=1 d=3.27403e-12 t=9734
hu lian wang 	互聯網	c=1 d=8.50378e-06 t=9734
hu lve 	忽略	c=1 d=1.82808e-09 t=9734
hu xiang 	互相	c=1 d=0.00318278 t=9734
hu ya 	虎牙	c=2 d=0.0219357 t=9734
hua 	化	c=4 d=0.0028088 t=9734
hua 	滑	c=1 d=0.239309 t=9734
hua 	畫	c=2 d=0.000175681 t=9734
hua 	花	c=3 d=7.47948e-07 t=9734
hua 	話	c=10 d=0.538326 t=9734
hua le 	花了	c=1 d=3.90894e-09 t=9734
hua zhuang pin 	化妝品	c=1 d=0.0432828 t=9734
huai an 	淮安	c=1 d=3.14619e-14 t=9734
huai yi 	懷疑	c=2 d=5.50901e-05 t=9734
huan 	換	c=13 d=1.2343e-06 t=9734
huan 	還	c=3 d=1.23837e-08 t=9734
huan cheng 	桓成	c=2 d=2.67139e-06 t=9734
huan ge 	換個	c=0 d=4.0273e-08 t=9734
huan ge qu 	換個區	c=1 d=4.04749e-07 t=9734
huan ju hua shuo 	換句話說	c=1 d=0.00351752 t=9734
huan xing 	喚醒	c=1 d=1.54606e-07 t=9734
huan ying 	歡迎	c=3 d=0.00840354 t=9734
huang 	皇	c=1 d=0.0105145 t=9734
