# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	9734
#@/user_id	xgh-macpro
huang 	黃	c=4 d=6.84395e-05 t=9734
huang an 	黃安	c=1 d=0.00174675 t=9734
huang duan zi 	黃段子	c=2 d=1.69546e-05 t=9734
huang guan 	皇冠	c=1 d=0.358796 t=9734
huang hui li 	黃繪力	c=1 d=6.22203e-07 t=9734
huang liang 	皇糧	c=1 d=7.01532e-07 t=9734
huang sha 	黃沙	c=0 d=9.58635e-05 t=9734
huang sha wan li mi zhu hou 	黃沙萬里覓諸侯	c=1 d=0.00096344 t=9734
huang xiang xiu 	黃象秀	c=1 d=1.99473e-06 t=9734
hui 	回	c=2 d=0.00190172 t=9734
hui 	會	c=27 d=1.20008 t=9734
hui ben 	回本	c=1 d=3.53695e-09 t=9734
hui bu hui 	會不會	c=2 d=3.48498e-09 t=9734
hui che 	回車	c=1 d=4.37476e-10 t=9734
hui dao 	回到	c=1 d=5.78738e-08 t=9734
hui diao 	回調	c=2 d=0.00582847 t=9734
hui fu 	回覆	c=4 d=1.53349e-06 t=9734
hui fu 	恢復	c=1 d=0.000863083 t=9734
hui ka 	惠卡	c=1 d=1.54949e-05 t=9734
hui lai 	回來	c=1 d=1.76977e-10 t=9734
hui le 	會了	c=1 d=0.00887071 t=9734
hui qu 	回去	c=1 d=1.86473e-06 t=9734
hui se 	灰色	c=1 d=1.72966e-05 t=9734
hui shi 	回事	c=2 d=4.05727e-06 t=9734
hui shou 	回收	c=1 d=8.25667e-12 t=9734
hui xiang 	回鄉	c=1 d=6.94669e-09 t=9734
hui ying 	回應	c=1 d=3.36388e-07 t=9734
hui yuan 	會員	c=2 d=0.162869 t=9734
huo 	活	c=3 d=0.0695075 t=9734
huo che 	火車	c=2 d=1.67017e-05 t=9734
huo de 	獲得	c=3 d=0.00981893 t=9734
huo dong 	活動	c=5 d=0.0382407 t=9734
huo qu 	獲取	c=6 d=0.0010889 t=9734
huo qu dao 	獲取到	c=1 d=0.0109436 t=9734
huo xing 	火星	c=1 d=3.86939e-07 t=9734
huo ying 	火影	c=1 d=0.0934807 t=9734
huo ying ren zhe 	火影忍者	c=1 d=0.0944202 t=9734
huo zhe 	或者	c=3 d=0.148082 t=9734
i os 	iOS	c=17 d=0.0924877 t=9734
i pad 	iPad	c=1 d=0.00660453 t=9734
ji 	即	c=1 d=1.67131e-13 t=9734
ji 	寄	c=1 d=2.65939e-07 t=9734
ji 	擠	c=1 d=0.499075 t=9734
ji 	機	c=1 d=4.39519e-06 t=9734
ji 	集	c=1 d=7.10295e-06 t=9734
ji ba 	幾把	c=1 d=0.726149 t=9734
ji bai 	幾百	c=1 d=9.14398e-07 t=9734
ji ben 	基本	c=4 d=7.18276e-06 t=9734
ji cheng 	繼承	c=2 d=3.86228e-07 t=9734
ji cheng 	集成	c=1 d=0.008271 t=9734
ji chu 	基礎	c=3 d=0.72628 t=9734
ji ci 	幾次	c=1 d=0.00927901 t=9734
ji de 	記得	c=6 d=0.00514582 t=9734
ji dian 	幾點	c=1 d=1.05726e-08 t=9734
ji fang 	機房	c=1 d=2.71403e-11 t=9734
ji fen 	幾分	c=1 d=1.83693e-07 t=9734
ji ge 	幾個	c=4 d=0.000632197 t=9734
ji ge yue 	幾個月	c=1 d=2.31235e-09 t=9734
ji gou 	機構	c=1 d=3.32181e-06 t=9734
ji he 	集合	c=1 d=1.8647e-07 t=9734
ji huang 	饑荒	c=2 d=0.182807 t=9734
ji hui 	機會	c=1 d=3.31549e-13 t=9734
ji jia 	幾家	c=1 d=2.30717e-12 t=9734
ji ke 	即可	c=1 d=1.58187e-13 t=9734
ji ke 	極客	c=1 d=7.85131e-08 t=9734
ji ke 	飢渴	c=1 d=0.0459593 t=9734
ji lu 	記錄	c=4 d=0.000170905 t=9734
ji miao 	幾秒	c=1 d=1.84614e-07 t=9734
ji neng 	技能	c=2 d=4.50646e-06 t=9734
ji nian 	幾年	c=2 d=6.66373e-06 t=9734
ji qi 	機器	c=2 d=0.965605 t=9734
ji qiao 	技巧	c=3 d=0.000227132 t=9734
ji qing 	激情	c=1 d=5.70316e-12 t=9734
ji shen 	機身	c=1 d=2.08655e-06 t=9734
ji shi 	即使	c=2 d=0.00679291 t=9734
ji shi 	既是	c=1 d=1.91255e-11 t=9734
ji shu 	技術	c=7 d=0.035053 t=9734
ji shu 	計數	c=1 d=9.16765e-08 t=9734
ji shu bo ke 	技術博客	c=1 d=2.05157e-13 t=9734
ji shu bu 	技術部	c=1 d=0.000113353 t=9734
ji shu han liang 	技術含量	c=1 d=2.71967e-06 t=9734
ji shu jing li 	技術經理	c=1 d=2.19353e-06 t=9734
ji suan ji 	計算機	c=7 d=0.628142 t=9734
ji tian 	幾天	c=2 d=1.25924e-06 t=9734
ji wei 	即爲	c=2 d=0.00392653 t=9734
ji xie 	機械	c=9 d=0.13044 t=9734
ji xie ying pan 	機械硬盤	c=1 d=9.81033e-11 t=9734
ji xu 	繼續	c=2 d=4.58562e-05 t=9734
ji yi 	記憶	c=1 d=5.85869e-05 t=9734
ji yu 	基於	c=1 d=5.74365e-07 t=9734
ji zi 	機子	c=1 d=0.171187 t=9734
jia 	佳	c=2 d=9.09683e-05 t=9734
jia 	假	c=1 d=0.024972 t=9734
jia 	價	c=0 d=2.42422e-07 t=9734
jia 	加	c=8 d=1.04093 t=9734
jia 	家	c=1 d=0.166127 t=9734
jia ban 	加班	c=4 d=0.000105568 t=9734
jia ban jia dian 	加班加點	c=1 d=3.66169e-05 t=9734
jia ge 	價格	c=2 d=0.0850088 t=9734
jia gou 	架構	c=1 d=0.0675424 t=9734
jia gou shi 	架構師	c=1 d=0.0672055 t=9734
jia le 	加了	c=2 d=0.00189227 t=9734
jia ri 	假日	c=0 d=0.000985278 t=9734
jia ru 	加入	c=4 d=0.00905001 t=9734
jia shang 	加上	c=3 d=1.80927e-05 t=9734
jia she 	假設	c=1 d=1.46025e-13 t=9734
jia shi 	駕駛	c=1 d=6.92876e-08 t=9734
jia suo 	加鎖	c=2 d=3.36759e-10 t=9734
jia zai 	加載	c=2 d=0.00664247 t=9734
jia zhai 	家宅	c=1 d=0.0259911 t=9734
jian 	件	c=1 d=2.49202e-07 t=9734
jian 	尖	c=0 d=8.12959e-07 t=9734
jian 	鍵	c=2 d=0.0658748 t=9734
jian bian 	漸變	c=1 d=0.923116 t=9734
jian bian 	簡便	c=1 d=0.133989 t=9734
jian cha 	檢查	c=6 d=0.308926 t=9734
jian chi 	堅持	c=1 d=1.00293e-05 t=9734
jian jie 	簡潔	c=1 d=2.54895e-08 t=9734
jian ju 	間距	c=1 d=0.00506703 t=9734
jian jue 	堅決	c=1 d=0.000111666 t=9734
jian kong 	監控	c=1 d=0.078473 t=9734
jian li 	建立	c=2 d=0.0124008 t=9734
jian li 	簡歷	c=4 d=1.02975e-05 t=9734
jian lou 	撿漏	c=1 d=6.44694e-13 t=9734
jian pan 	鍵盤	c=10 d=0.00562396 t=9734
jian tan 	健談	c=1 d=2.34084e-06 t=9734
jian ti 	簡體	c=2 d=1.94177e-05 t=9734
jian ti zi 	簡體字	c=1 d=9.12037e-06 t=9734
jian ting 	監聽	c=1 d=4.2025e-08 t=9734
jian yi 	建議	c=1 d=0.031273 t=9734
jian yu 	監獄	c=2 d=8.20549e-11 t=9734
jian zhi 	兼職	c=1 d=0.0361528 t=9734
jiang 	將	c=4 d=0.640824 t=9734
jiang 	講	c=1 d=4.50952e-14 t=9734
jiang jin 	獎金	c=3 d=1.02738e-09 t=9734
jiang lai 	將來	c=1 d=3.2984e-11 t=9734
jiang qi 	將其	c=1 d=0.647265 t=9734
jiang yao 	將要	c=3 d=4.02202e-07 t=9734
jiang ze min 	江澤民	c=1 d=0.00166989 t=9734
jiao 	叫	c=6 d=5.85968e-07 t=9734
jiao duo 	較多	c=2 d=0.0028088 t=9734
jiao gao 	較高	c=1 d=0.000141247 t=9734
jiao hu 	交互	c=8 d=0.0175449 t=9734
jiao ji 	交集	c=2 d=2.21022e-11 t=9734
jiao liu 	交流	c=1 d=0.421052 t=9734
jiao shi 	教室	c=2 d=1.14686e-11 t=9734
jiao shu 	教書	c=1 d=9.51715e-07 t=9734
jiao ta 	叫他	c=3 d=4.78523e-07 t=9734
jiao wo 	叫我	c=2 d=0.0658748 t=9734
jiao wo 	教我	c=3 d=0.678977 t=9734
jiao xun 	教訓	c=1 d=9.78167e-06 t=9734
jiao you 	交友	c=1 d=0.408608 t=9734
jiao zuo shi 	焦作市	c=1 d=0.00798652 t=9734
jie 	接	c=1 d=0.119433 t=9734
jie chu 	接觸	c=1 d=1.34404e-08 t=9734
jie da 	解答	c=2 d=1.54487e-10 t=9734
jie de 	借的	c=1 d=4.51889e-09 t=9734
jie de 	接的	c=0 d=4.29996e-14 t=9734
jie de tu 	接的圖	c=1 d=4.32152e-13 t=9734
jie guo 	結果	c=1 d=9.42406e-09 t=9734
jie he 	結合	c=1 d=3.66419e-13 t=9734
jie jin 	接近	c=1 d=1.16282e-10 t=9734
jie jue 	解決	c=9 d=0.0344346 t=9734
jie jue le 	解決了	c=1 d=0.000792752 t=9734
jie jun 	傑俊	c=1 d=1.92678e-10 t=9734
jie kou 	接口	c=1 d=0.0121552 t=9734
jie le tu 	截了圖	c=1 d=3.04377e-07 t=9734
jie mian 	界面	c=3 d=0.231078 t=9734
jie neng 	節能	c=1 d=0.00562801 t=9734
jie shao 	介紹	c=3 d=0.000828383 t=9734
jie sheng 	節省	c=1 d=0.00260584 t=9734
jie shi 	結識	c=1 d=0.00315111 t=9734
jie shi 	解釋	c=1 d=4.84489e-05 t=9734
jie shou 	接受	c=3 d=0.0287246 t=9734
jie shu 	結束	c=1 d=1.85508e-05 t=9734
jie tu 	截圖	c=2 d=2.88088e-07 t=9734
jie yue 	節約	c=2 d=0.00382958 t=9734
jin 	禁	c=7 d=1.18194 t=9734
jin 	進	c=3 d=0.29671 t=9734
jin bu qu 	進不去	c=1 d=4.12925e-07 t=9734
jin guo 	禁果	c=1 d=5.84754e-12 t=9734
jin ji de ju ren 	進擊的巨人	c=1 d=0.814647 t=9734
jin kuai 	儘快	c=1 d=3.20756e-06 t=9734
jin le 	禁了	c=1 d=5.02003e-11 t=9734
jin liang 	儘量	c=3 d=0.481909 t=9734
jin qu 	進去	c=3 d=2.79916e-05 t=9734
jin rong 	金融	c=1 d=7.52398e-07 t=9734
jin tian 	今天	c=1 d=1.27827e-06 t=9734
jin wan 	今晚	c=1 d=0.683861 t=9734
jin yi bu 	進一步	c=1 d=0.000156885 t=9734
jin zhang 	緊張	c=1 d=8.09318e-12 t=9734
jing 	精	c=1 d=1.15364e-05 t=9734
jing chang 	經常	c=3 d=0.00134011 t=9734
jing dong 	京東	c=7 d=0.142973 t=9734
jing dou 	京豆	c=2 d=0.164581 t=9734
jing du 	精度	c=8 d=0.000729383 t=9734
jing du wei 	精度位	c=1 d=1.41002e-13 t=9734
jing guo 	經過	c=3 d=0.00150117 t=9734
jing ji 	經濟	c=1 d=6.80914e-09 t=9734
jing li 	精力	c=2 d=0.00730273 t=9734
jing li 	經理	c=2 d=3.34802e-07 t=9734
jing ling 	精靈	c=1 d=1.6957e-07 t=9734
jing tai 	靜態	c=2 d=0.755783 t=9734
jing tong 	精通	c=1 d=0.00755912 t=9734
jing wei du 	經緯度	c=4 d=0.00941925 t=9734
jing yan 	經驗	c=3 d=0.00423234 t=9734
jing zheng li 	競爭力	c=1 d=0.00852289 t=9734
jing zhui bing 	頸椎病	c=1 d=0.946485 t=9734
jiu 	久	c=0 d=2.2106e-10 t=9734
jiu 	就	c=68 d=1.65689 t=9734
jiu de 	舊的	c=1 d=7.56556e-13 t=9734
jiu dian 	酒店	c=2 d=0.00995177 t=9734
jiu hui 	就會	c=3 d=5.50419e-06 t=9734
jiu hui you 	就會有	c=1 d=0.551562 t=9734
jiu jie 	糾結	c=1 d=7.375e-07 t=9734
jiu shi 	就是	c=17 d=0.342681 t=9734
jiu shi shuo 	就是說	c=2 d=1.38809e-05 t=9734
jiu xiang 	就像	c=1 d=7.66137e-14 t=9734
jiu xing 	就行	c=2 d=4.46161e-06 t=9734
jiu yang 	九陽	c=1 d=7.92887e-06 t=9734
jiu yuan 	救援	c=1 d=3.88878e-07 t=9734
ju 	局	c=1 d=4.28667e-06 t=9734
ju 	巨	c=0 d=3.62587e-08 t=9734
ju 	拒	c=3 d=2.58038e-05 t=9734
ju chi 	鋸齒	c=2 d=1.26271 t=9734
ju ran 	居然	c=4 d=7.10295e-06 t=9734
ju shen feng 	巨神峰	c=1 d=3.64405e-07 t=9734
ju shuo 	據說	c=4 d=0.134662 t=9734
juan zi 	卷子	c=1 d=2.76124e-08 t=9734
jue de 	覺得	c=4 d=0.311498 t=9734
jue ding 	決定	c=1 d=9.24059e-13 t=9734
jue dui 	絕對	c=1 d=0.000152248 t=9734
jue xing 	覺醒	c=0 d=0.0831104 t=9734
ka 	卡	c=1 d=0.00387521 t=9734
ka si 	卡死	c=0 d=3.96734e-08 t=9734
ka si le 	卡死了	c=1 d=3.98722e-07 t=9734
kai 	開	c=4 d=2.90458e-13 t=9734
kai che 	開車	c=2 d=3.97286e-09 t=9734
kai da 	凱達	c=1 d=0.00806679 t=9734
kai fa 	開發	c=11 d=0.0488555 t=9734
kai fa zhe 	開發者	c=5 d=0.0037676 t=9734
kai gong si 	開公司	c=3 d=3.01727e-08 t=9734
kai hei 	開黑	c=2 d=5.64912e-10 t=9734
kai ji 	開機	c=1 d=0.666976 t=9734
kai le 	開了	c=1 d=3.91839e-08 t=9734
kai pian 	開篇	c=1 d=2.92442e-07 t=9734
kai qi 	開啓	c=6 d=0.0103261 t=9734
kai shang 	開上	c=1 d=5.12057e-09 t=9734
kai shi 	開始	c=6 d=0.0026588 t=9734
kai yuan 	開源	c=1 d=0.00814786 t=9734
kan 	看	c=29 d=1.622 t=9734
kan bu dao 	看不到	c=1 d=0.0209629 t=9734
kan bu dong 	看不懂	c=3 d=0.29202 t=9734
kan dao 	看到	c=4 d=0.752015 t=9734
kan dao le 	看到了	c=1 d=3.08336e-12 t=9734
kan de 	看得	c=0 d=5.37195e-15 t=9734
kan de man 	看得慢	c=1 d=5.39888e-14 t=9734
kan dian ying 	看電影	c=1 d=6.37954e-07 t=9734
kan dong 	看懂	c=1 d=4.81238e-14 t=9734
kan kan 	看看	c=7 d=0.649826 t=9734
kan lai 	看來	c=3 d=6.9146e-06 t=9734
kan ni 	看你	c=2 d=7.30162e-07 t=9734
kan shi 	看視	c=0 d=3.80453e-15 t=9734
kan shi pin 	看視頻	c=2 d=1.20404e-13 t=9734
kan shu 	看書	c=1 d=9.51715e-07 t=9734
kan yi xia 	看一下	c=1 d=1.9559e-10 t=9734
kan zhe 	看着	c=1 d=3.89819e-06 t=9734
kan zhong 	看重	c=1 d=2.34084e-06 t=9734
kang ju chi 	抗鋸齒	c=1 d=0.618783 t=9734
kao 	烤	c=2 d=1.40017e-11 t=9734
kao 	靠	c=2 d=0.0982736 t=9734
kao lv 	考慮	c=2 d=0.0342182 t=9734
kao pu 	靠譜	c=2 d=0.248404 t=9734
ke 	可	c=2 d=2.80044e-06 t=9734
ke 	柯	c=0 d=1.05453e-08 t=9734
ke ban 	科班	c=1 d=2.38813e-06 t=9734
ke bu shi 	可不是	c=1 d=1.24735e-12 t=9734
ke cheng 	課程	c=1 d=3.06642e-06 t=9734
ke du xing 	可讀性	c=1 d=0.00406639 t=9734
ke fu 	客服	c=3 d=9.22707e-08 t=9734
ke hu 	客戶	c=1 d=4.24402e-06 t=9734
ke ke 	可可	c=1 d=1.72996e-07 t=9734
ke ke xi li 	可可西里	c=2 d=3.43407e-07 t=9734
ke kuo zhan xing 	可擴展性	c=1 d=2.22131e-07 t=9734
ke neng 	可能	c=15 d=0.312344 t=9734
ke shi 	可是	c=3 d=0.248662 t=9734
ke shui 	瞌睡	c=2 d=7.6137e-14 t=9734
ke shuo 	可說	c=0 d=3.00621e-09 t=9734
ke si lin 	柯斯林	c=1 d=1.05982e-07 t=9734
ke tang 	課堂	c=1 d=1.07047e-07 t=9734
ke yi 	可以	c=54 d=2.05216 t=9734
ke yi de 	可以的	c=1 d=3.56449e-12 t=9734
ke yi le 	可以了	c=2 d=3.99699e-06 t=9734
ken ding 	肯定	c=5 d=0.000393073 t=9734
keng 	坑	c=2 d=0.000619466 t=9734
keng die 	坑爹	c=3 d=0.0604069 t=9734
kong 	恐	c=1 d=1.613e-07 t=9734
kong 	空	c=1 d=0.00161245 t=9734
kong fu zi 	孔夫子	c=1 d=0.0590129 t=9734
kong ge 	空格	c=1 d=0.00606634 t=9734
kong jian 	控件	c=2 d=0.400778 t=9734
kong jian 	空間	c=3 d=0.090718 t=9734
kong ke 	空殼	c=1 d=0.000109455 t=9734
kong long 	恐龍	c=3 d=4.97003e-07 t=9734
kong zhi 	控制	c=4 d=0.535262 t=9734
kong zhi tai 	控制檯	c=1 d=4.11075e-13 t=9734
kou 	摳	c=1 d=2.29449e-06 t=9734
kou 	釦	c=1 d=2.28305e-06 t=9734
kou hao 	口號	c=1 d=0.00603608 t=9734
kou zhao 	口罩	c=1 d=2.81846e-14 t=9734
ku 	庫	c=3 d=4.33293e-08 t=9734
ku le 	哭了	c=1 d=0.0629761 t=9734
kuai 	塊	c=1 d=0.0551562 t=9734
kuai 	快	c=11 d=0.192442 t=9734
kuai jie jian 	快捷鍵	c=4 d=0.0572699 t=9734
kuai le 	快了	c=1 d=0.366045 t=9734
kuai le 	快樂	c=1 d=2.48728e-14 t=9734
kuai su 	快速	c=4 d=0.00127469 t=9734
kuai su shang shou 	快速上手	c=1 d=0.0127146 t=9734
kuan du 	寬度	c=1 d=0.145876 t=9734
kuang jia 	框架	c=1 d=0.0117371 t=9734
kui 	虧	c=1 d=6.19205e-09 t=9734
kuo hao 	括號	c=2 d=0.11569 t=9734
kuo zhang 	擴張	c=1 d=2.88137e-09 t=9734
la 	啦	c=2 d=1.18216e-06 t=9734
la 	拉	c=4 d=0.168638 t=9734
la bi 	蠟筆	c=1 d=7.87298e-11 t=9734
la bi xiao xin 	蠟筆小新	c=1 d=5.23753e-10 t=9734
la gou 	拉鉤	c=0 d=0.00675424 t=9734
la gou wang 	拉鉤網	c=1 d=0.0678809 t=9734
la la la 	啦啦啦	c=1 d=0.0254765 t=9734
lai 	來	c=16 d=1.33044 t=9734
lai ang 	來昂	c=1 d=8.71905e-06 t=9734
lai dao 	來到	c=3 d=0.00844567 t=9734
lai yuan 	來源	c=1 d=0.0197421 t=9734
lai yuan yu 	來源於	c=1 d=0.00246639 t=9734
lai zhe 	來着	c=1 d=3.79212e-05 t=9734
lan 	懶	c=0 d=0.000484407 t=9734
lan 	欄	c=1 d=0.00186406 t=9734
lan de 	懶得	c=0 d=3.78426e-11 t=9734
lan de yong 	懶得用	c=1 d=3.80323e-10 t=9734
lan jia zai 	懶加載	c=2 d=0.0105814 t=9734
lan jie 	攔截	c=1 d=0.0137736 t=9734
lan shan 	欄柵	c=1 d=3.6718e-08 t=9734
lan yong 	濫用	c=1 d=0.0590129 t=9734
lao 	撈	c=1 d=0.00869506 t=9734
lao 	老	c=0 d=1.27497e-06 t=9734
lao ban 	老闆	c=2 d=1.44606e-08 t=9734
lao da 	老大	c=2 d=0.000155108 t=9734
lao heng 	老恆	c=2 d=0.798516 t=9734
lao lao shi shi 	老老實實	c=1 d=5.04519e-11 t=9734
lao yuan gong 	老員工	c=1 d=1.28136e-05 t=9734
lao zong 	老總	c=1 d=0.000352662 t=9734
le 	了	c=168 d=2.13003 t=9734
le me 	了麼	c=1 d=0.414783 t=9734
le yu 	樂於	c=1 d=0.0037164 t=9734
lei 	類	c=12 d=0.76338 t=9734
lei bian liang 	類變量	c=1 d=1.4595e-07 t=9734
lei fang fa 	類方法	c=1 d=1.99473e-06 t=9734
lei si 	累死	c=1 d=1.54654e-12 t=9734
lei si 	類似	c=3 d=0.21119 t=9734
lei xing 	類型	c=11 d=1.67978 t=9734
li 	例	c=1 d=9.26294e-12 t=9734
li 	利	c=2 d=1.55886e-05 t=9734
li 	裏	c=13 d=0.627945 t=9734
li hai 	厲害	c=1 d=1.09492e-08 t=9734
li jie 	理解	c=3 d=0.741003 t=9734
li kai 	離開	c=1 d=1.50784e-08 t=9734
li ma 	立馬	c=2 d=3.06386e-07 t=9734
li mian 	裏面	c=15 d=0.87416 t=9734
li qing 	理清	c=1 d=0.00308872 t=9734
li shi 	歷史	c=1 d=7.43115e-08 t=9734
li yong 	利用	c=1 d=4.37327e-06 t=9734
li yuan 	荔園	c=0 d=0.0606531 t=9734
li yuan xin cun 	荔園新村	c=2 d=0.609571 t=9734
li zhi 	離職	c=1 d=1.07306e-06 t=9734
li zong 	李總	c=1 d=3.56388e-10 t=9734
lian 	廉	c=1 d=9.85619e-07 t=9734
lian 	連	c=3 d=1.47075e-06 t=9734
lian 	鏈	c=0 d=0.00930145 t=9734
lian bing 	練兵	c=1 d=5.80434e-13 t=9734
lian bu shang 	連不上	c=1 d=4.00721e-07 t=9734
lian huan 	聯歡	c=1 d=0.873716 t=9734
lian ji 	聯機	c=1 d=0.142987 t=9734
lian jie 	連接	c=1 d=3.44072e-08 t=9734
lian jie 	鏈接	c=6 d=0.696948 t=9734
lian jie qi 	鏈接器	c=1 d=0.628135 t=9734
lian meng 	聯盟	c=0 d=3.79277e-08 t=9734
lian shang 	連上	c=1 d=1.53804e-06 t=9734
lian xi 	聯繫	c=7 d=6.95903e-05 t=9734
lian xi ren 	聯繫人	c=2 d=3.92271e-11 t=9734
lian xiang 	聯想	c=1 d=1.25296e-06 t=9734
liang 	亮	c=1 d=3.2398e-06 t=9734
liang 	量	c=2 d=0.576402 t=9734
liang ci 	兩次	c=2 d=2.73814e-10 t=9734
liang fen zhong 	兩分鐘	c=1 d=3.3471e-07 t=9734
liang ge 	兩個	c=5 d=0.0351692 t=9734
liang ge duo 	兩個多	c=1 d=0.353454 t=9734
liang ge lun 	兩個輪	c=1 d=2.67317e-09 t=9734
liang ge ren 	兩個人	c=2 d=5.81531e-09 t=9734
liang hang 	兩行	c=1 d=0.18452 t=9734
liang miao 	兩秒	c=1 d=5.18719e-14 t=9734
liang nian 	兩年	c=2 d=2.31474e-08 t=9734
liang san nian 	兩三年	c=1 d=2.05653e-12 t=9734
liang zhong 	兩種	c=1 d=3.8794e-08 t=9734
liao 	聊	c=3 d=0.0889398 t=9734
liao bu qi 	了不起	c=4 d=0.920266 t=9734
liao bu qi de 	了不起的	c=1 d=0.0889216 t=9734
liao guo 	聊過	c=1 d=3.09935e-14 t=9734
liao ji shu 	聊技術	c=1 d=0.0216013 t=9734
liao jie 	瞭解	c=3 d=0.475106 t=9734
lie 	列	c=1 d=3.3138e-07 t=9734
lie biao 	列表	c=1 d=2.12429e-11 t=9734
lie ri 	烈日	c=0 d=0.00076351 t=9734
lie ri zhuo xin 	烈日灼心	c=2 d=0.0153852 t=9734
lie tou 	獵頭	c=1 d=1.20404e-08 t=9734
lin 	林	c=0 d=1.03365e-08 t=9734
lin shi 	臨時	c=2 d=0.367879 t=9734
ling 	另	c=1 d=7.43495e-14 t=9734
ling 	靈	c=1 d=1.15086e-06 t=9734
ling dao ren 	領導人	c=2 d=1.26684e-10 t=9734
ling ji 	零級	c=1 d=3.39769e-07 t=9734
ling wai 	另外	c=2 d=0.0280154 t=9734
liu 	六	c=1 d=5.68651e-07 t=9734
liu lan qi 	瀏覽器	c=2 d=3.01348e-07 t=9734
liu liu 	六六	c=1 d=5.06875e-07 t=9734
liu nian 	六年	c=1 d=5.14536e-07 t=9734
liu zhe 	留着	c=1 d=0.0944202 t=9734
lo 	咯	c=6 d=0.0982742 t=9734
long 	龍	c=1 d=1.62108e-07 t=9734
lou fang 	樓房	c=1 d=6.09986e-09 t=9734
lu 	擼	c=0 d=0.00450492 t=9734
lu 	路	c=0 d=0.000798652 t=9734
lu 	錄	c=3 d=6.84217e-07 t=9734
lu dai ma 	擼代碼	c=1 d=0.045275 t=9734
lu shang 	路上	c=2 d=0.344728 t=9734
lu you 	路由	c=1 d=0.0706512 t=9734
luan 	亂	c=0 d=0.00256042 t=9734
luan yao ren 	亂咬人	c=1 d=0.0257325 t=9734
lun 	輪	c=0 d=2.65984e-10 t=9734
lun bo 	輪播	c=0 d=6.20808e-11 t=9734
lun bo qi 	輪播器	c=2 d=2.59438e-09 t=9734
luo ji 	邏輯	c=4 d=0.02791 t=9734
lv 	率	c=0 d=2.9902e-05 t=9734
lv gao 	率高	c=1 d=2.097e-06 t=9734
lv she 	旅社	c=1 d=1.7042e-07 t=9734
lve gao 	略高	c=1 d=2.10752e-06 t=9734
ma 	嗎	c=42 d=1.60943 t=9734
ma 	嘛	c=8 d=0.579816 t=9734
ma 	瑪	c=0 d=0.00254765 t=9734
ma 	碼	c=0 d=5.9149e-06 t=9734
ma nong 	碼農	c=1 d=1.3041e-06 t=9734
mai 	買	c=7 d=0.547183 t=9734
mai 	賣	c=1 d=3.02807e-05 t=9734
mai dao 	買到	c=1 d=0.0234004 t=9734
mai de 	買的	c=1 d=0.106459 t=9734
mai ge 	買個	c=0 d=0.0199888 t=9734
mai ge pi 	買個屁	c=1 d=0.20089 t=9734
mai ke si 	麥克斯	c=3 d=7.07653e-07 t=9734
mai le 	買了	c=5 d=0.153355 t=9734
mai zhao 	賣兆	c=2 d=2.29615e-06 t=9734
man 	慢	c=0 d=5.37195e-15 t=9734
man 	滿	c=1 d=0.000308127 t=9734
man 	蠻	c=2 d=7.02568e-06 t=9734
man duo 	蠻多	c=1 d=2.44858e-06 t=9734
man le 	滿了	c=2 d=3.46636e-07 t=9734
man xiang 	滿想	c=1 d=0.00224287 t=9734
man zu 	滿足	c=1 d=0.154123 t=9734
mang da 	盲打	c=1 d=0.000163287 t=9734
mang li tou xian 	忙裏偷閒	c=1 d=0.00218749 t=9734
mao 	貓	c=1 d=6.89303e-06 t=9734
mao zi 	帽子	c=1 d=4.25428e-05 t=9734
me 	麼	c=27 d=1.07094 t=9734
mei 	每	c=1 d=1.08983e-12 t=9734
mei 	沒	c=51 d=1.25977 t=9734
mei bi yao 	沒必要	c=1 d=5.83046e-07 t=9734
mei ci 	每次	c=1 d=1.01615e-12 t=9734
mei cuo 	沒錯	c=3 d=0.304222 t=9734
mei de 	沒得	c=1 d=2.59461e-11 t=9734
mei fa 	沒法	c=2 d=2.29507e-09 t=9734
mei gan 	沒幹	c=1 d=0.386741 t=9734
mei ge 	每個	c=1 d=1.79127e-05 t=9734
mei ge ren 	每個人	c=1 d=4.29704e-05 t=9734
mei guan xi 	沒關係	c=1 d=2.80393e-12 t=9734
mei guo 	美國	c=2 d=8.8592e-06 t=9734
mei hao 	沒號	c=1 d=5.27562e-07 t=9734
mei ju 	枚舉	c=3 d=2.10013 t=9734
mei le 	沒了	c=2 d=1.29759e-06 t=9734
mei li 	美麗	c=1 d=0.082085 t=9734
mei mei 	妹妹	c=0 d=5.80138e-08 t=9734
mei nv 	美女	c=1 d=0.000325548 t=9734
mei qian mai 	沒錢買	c=1 d=1.7042e-07 t=9734
mei ren 	沒人	c=2 d=9.18981e-07 t=9734
mei ren yu 	美人魚	c=4 d=0.250398 t=9734
mei shang jia 	沒上架	c=2 d=4.67759e-06 t=9734
mei shi 	沒事	c=3 d=0.0967225 t=9734
mei shi 	沒試	c=1 d=4.14135e-12 t=9734
mei shi gan 	沒事幹	c=4 d=0.379083 t=9734
mei shui 	沒誰	c=1 d=0.0862936 t=9734
mei shuo 	沒說	c=1 d=8.98459e-06 t=9734
mei te si bang wei 	美特斯邦威	c=1 d=2.62792e-14 t=9734
mei tian 	每天	c=1 d=3.94822e-09 t=9734
